,state,job_title,company,job_description,avg
967,NSW,Data and Business Intelligence Specialist,        Seven West Media,"            The Data and Business Intelligence Specialist is responsible for the implementation, improvement and support of the business intelligence applications, with a...",87500.0
968,NSW,Consumer Research Data Analyst,        Mintel,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
969,NSW,Data Analyst,        The Network IT,Data Analysis and Modelling. Data Modelling and manipulation in SQL. Ability to work with databases and large data sets....,85000.0
970,NSW,Data Scientist,        Black Swallow Boutique,"            We are looking for an experienced Data Scientist to work across several business areas including Recommendations, Customer Profiling, Forecasting and...",87500.0
971,NSW,Business Intelligence Analyst,        GenesisCare,"Business Intelligence Analyst. Experience analysing, designing and developing Business Intelligence solutions;...",87500.0
972,VIC,IBM Research Scientist – Distributed Ledger Technologies DL...,        IBM,            IBM Research Scientist – Distributed Ledger Technologies (DLT). IBM Research is looking for a Research scientist to fill a position in our DLT Platform team....,87500.0
973,NSW,Data Scientist ,        ROKT,            Rokt is seeking a Data Scientist in Sydney to join its growing data science team. You will collaborate with a team of Data Scientists and our Sydney based...,87500.0
974,NSW,Data Scientist ,        IBM,Data Scientist - 1year Fixed Term Contract - Sydney. Experience in Data Science and Machine Leaning implementations....,157080.0
975,NSW,Master Data Analyst,        DANONE,            Maintain accurate and efficient creation of Master Data for the business. Ensure high level of data integrity is maintained....,87500.0
976,NSW,Postdoctoral Research Fellow x2 positions,        Macquarie University,"            Excellent knowledge of deep learning machine learning. PhD in computational linguistics, natural language processing, machine learning or related discipline....",111207.0
977,VIC,Principal Research Scientist in Data Science,        CSIRO,            Lead statistical and machine learning research projects. Demonstrable research leadership in solving complex data analytics problems using advanced statistical...,138000.0
978,NSW,Senior Data Analyst/Scientist,        International Institute of Data & Analytics,"            Comprehensive understanding of data structures, and extract required data for analysis according to business requirements....",87500.0
979,NSW,Junior Quantitative Researcher ,        Akuna Capital,            Expertise in statistics and machine learning. Develop trading strategies using statistical and machine learning algorithms....,87500.0
980,NSW,Intelligence Officer ,        ASIO,"Intelligence Officer June 2019 Intake, ASIO Intelligence Employee (IE1.0). If you're also interested in the Intelligence Analyst role, please submit an...",85307.0
981,NSW,Data Scientist,        ResMed,            You will have exceptional data and data structures experience. The focus will be building the data structures required to process large amounts of data and...,87500.0
982,NSW,Business Intelligence Analyst,        Kennards Hire,Machine learning and/or data mining (Beneficial). Kennards Hire is seeking an experienced Business Intelligence Analyst for a 12 month fixed term contract based...,87500.0
983,NSW,ERP data analyst,        Westcon-Comstor,Business Rules Maintenance. Work with the data management team to ensure system data quality. Act as primary liaison with business stakeholders to ensure...,87500.0
984,NSW,Research and Consumer Insights Analyst,        HCF,            Conduct adhoc analysis on research and internal data sets to answer new questions or extend the insight from initial research activities....,87500.0
985,NSW,Statistician / Data Analyst,        Ekas,Data mining of client or research data to produce strategic / tactical models for clients to use; This includes investigating and implementing new statistical...,70000.0
986,NSW,Customer Insights and Data Analyst,        The Network IT,            Customer Insights and Data Analyst. Data Analysis and Modelling. Data Modelling and manipulation in SQL. Ability to work with databases and large data sets....,85000.0
